#   omega [eV]     refractive_index      extinction_coeff       alpha[1/m]
7.402402     0.812601     2.132831     160019417.642329
7.417417     0.795083     2.121181     159468180.190949
7.432432     0.781331     2.107500     158760353.041848
7.447447     0.769846     2.092563     157953605.063307
7.462462     0.760855     2.075884     157010514.901975
7.477477     0.755109     2.058314     155994875.855824
7.492492     0.752551     2.040624     154964738.853637
7.507508     0.753593     2.023738     153990365.787928
7.522523     0.757388     2.009400     153205168.367611
7.537538     0.762108     1.997327     152588613.820314
7.552553     0.768281     1.986464     152061026.964183
7.567568     0.776915     1.978161     151726483.877906
7.582583     0.786918     1.974433     151741025.248731
7.597598     0.795926     1.976055     152166461.841058
7.612613     0.801606     1.982444     152960077.404282
7.627628     0.801807     1.992286     154022718.927737
7.642643     0.794673     2.002606     155125252.267378
7.657658     0.780993     2.009325     155951558.524409
7.672673     0.763801     2.010259     156329920.599535
7.687688     0.745895     2.005272     156247332.203722
7.702703     0.729539     1.994893     155742172.663481
7.717718     0.716887     1.980919     154952726.257530
7.732733     0.707806     1.966281     154106939.098806
7.747748     0.700154     1.951637     153256215.837687
7.762763     0.693465     1.935399     152275601.918108
7.777778     0.689417     1.916775     151101971.117571
7.792793     0.690093     1.896769     149813580.109631
7.807808     0.696715     1.878023     148618694.839824
7.822823     0.708513     1.863928     147786995.352897
7.837838     0.722461     1.857108     147528874.019992
7.852853     0.734012     1.857701     147858664.633710
7.867868     0.739690     1.862598     148531854.976001
7.882883     0.739118     1.867557     149211548.241996
7.897898     0.734640     1.869753     149671521.821284
7.912913     0.728953     1.869207     149912299.178210
7.927928     0.722898     1.867076     150025526.756384
7.942943     0.716381     1.863802     150046093.479641
7.957958     0.709337     1.859547     149986520.412535
7.972973     0.701225     1.854241     149840810.610967
7.987988     0.691642     1.846598     149504138.856570
8.003003     0.681973     1.834853     148832497.903626
8.018018     0.675154     1.819137     147834567.378773
8.033033     0.672693     1.802111     146725201.065178
8.048048     0.673243     1.785630     145655092.532161
8.063063     0.676130     1.769029     144570130.199585
8.078078     0.682693     1.752744     143505979.303919
8.093093     0.692793     1.738973     142643168.751714
8.108108     0.704602     1.728624     142057286.249006
8.123123     0.717114     1.721238     141712270.664099
8.138138     0.729835     1.717105     141633310.877316
8.153153     0.740931     1.715864     141792092.268495
8.168168     0.750209     1.714837     141968171.459496
8.183183     0.760821     1.713420     142111652.343796
8.198198     0.774110     1.715316     142529923.751020
8.213213     0.786510     1.723385     143462651.000140
8.228228     0.793775     1.735906     144769151.487931
8.243243     0.794758     1.749006     146127800.904638
8.258258     0.790877     1.759867     147303054.221695
8.273273     0.784053     1.767056     148173767.071490
8.288288     0.776912     1.769971     148687480.948892
8.303303     0.772193     1.770315     148985860.492153
8.318318     0.770066     1.771538     149358399.703816
8.333333     0.767476     1.775360     149950780.985511
8.348348     0.761909     1.779618     150581274.653762
8.363363     0.754346     1.781685     151027253.980567
8.378378     0.746883     1.781234     151260164.930069
8.393393     0.740850     1.779282     151365118.763943
8.408408     0.736412     1.777449     151479673.279931
8.423423     0.732403     1.776674     151684021.046545
8.438438     0.727675     1.776713     151957769.705344
8.453453     0.721387     1.776725     152229170.709194
8.468468     0.713511     1.774899     152342875.634937
8.483483     0.706240     1.769781     152172869.308131
8.498498     0.702574     1.762843     151844566.215826
8.513514     0.702878     1.757874     151684153.148431
8.528529     0.704011     1.757382     151909088.302570
8.543544     0.702234     1.760153     152416484.653939
8.558559     0.696613     1.762811     152914927.349202
8.573574     0.688942     1.763350     153230039.780381
8.588589     0.680682     1.761919     153373803.951439
8.603604     0.672250     1.758390     153334237.704972
8.618619     0.665252     1.752367     153075689.398701
8.633634     0.661609     1.745933     152779370.469500
8.648649     0.659936     1.742236     152720969.944641
8.663664     0.656745     1.741315     152905230.821219
8.678679     0.650503     1.740249     153076511.644427
8.693694     0.642959     1.736458     153007254.823406
8.708709     0.637012     1.730273     152725601.258953
8.723724     0.633681     1.724159     152448343.582773
8.738739     0.631438     1.720173     152357728.561566
8.753754     0.627639     1.717843     152412739.077291
8.768769     0.621866     1.714426     152370466.323078
8.783784     0.616497     1.708866     152136404.603298
8.798799     0.612914     1.702751     151851169.122738
8.813814     0.610606     1.697383     151630768.331182
8.828829     0.608823     1.693240     151518339.201792
8.843844     0.606636     1.690435     151524604.858358
8.858859     0.603186     1.688306     151590640.533360
8.873874     0.598479     1.685841     151625856.385736
8.888889     0.592922     1.682609     151591297.979375
8.903904     0.586740     1.678028     151433962.137001
8.918919     0.581219     1.671552     151103926.208088
8.933934     0.577730     1.664443     150714540.417760
8.948949     0.575680     1.658325     150412896.528685
8.963964     0.574015     1.653458     150223146.832744
8.978979     0.571984     1.649854     150146770.727219
8.993994     0.568675     1.646973     150135252.765336
9.009009     0.563877     1.643660     150083357.702983
9.024024     0.558309     1.639029     149909968.416756
9.039039     0.552902     1.633191     149624486.014421
9.054054     0.547716     1.626523     149261184.257509
9.069069     0.542869     1.618755     148794667.705226
9.084084     0.538852     1.609893     148225103.309687
9.099099     0.536059     1.599882     147546840.920506
9.114114     0.535703     1.588894     146775264.286813
9.129129     0.538785     1.578877     146090253.692707
9.144144     0.543958     1.572052     145697932.171042
9.159159     0.549031     1.568652     145621617.479812
