#   omega [eV]     refractive_index      extinction_coeff       alpha[1/m]
9.459459     1.613830     0.900511     86337360.138707
9.474474     1.622580     0.912030     87580540.941621
9.489489     1.626067     0.923311     88804365.234604
9.504505     1.627549     0.931799     89762525.789133
9.519520     1.629047     0.939289     90627048.710560
9.534535     1.629205     0.946632     91479622.839868
9.549550     1.627765     0.952000     92143181.447457
9.564565     1.626849     0.954691     92548944.931893
9.579580     1.627925     0.956044     92825602.093271
9.594595     1.631345     0.957547     93117255.121370
9.609610     1.636737     0.961043     93603470.149458
9.624625     1.642060     0.967747     94403751.027681
9.639640     1.645252     0.976845     95439862.214423
9.654655     1.645543     0.986960     96578318.434690
9.669670     1.642494     0.996767     97689742.514564
9.684685     1.636447     1.004316     98582443.494842
9.699700     1.629370     1.008232     99120245.146044
9.714715     1.623751     1.009197     99368667.948879
9.729730     1.620198     1.009503     99552438.943887
9.744745     1.617517     1.009976     99752742.378778
9.759760     1.615810     1.010434     99951792.968976
9.774775     1.615108     1.012408     100301162.400039
9.789790     1.612734     1.016846     100895531.532676
9.804805     1.606198     1.020886     101451752.009493
9.819820     1.597181     1.020883     101606899.052521
9.834835     1.589008     1.016321     101307488.814571
9.849850     1.584194     1.008488     100680138.334125
9.864865     1.584163     1.000376     100022527.816202
9.879880     1.587236     0.995223     99658810.755647
9.894895     1.590123     0.993419     99629292.005406
9.909910     1.591021     0.993021     99740497.052429
9.924925     1.590170     0.992185     99807510.328938
9.939940     1.588340     0.989972     99735624.477006
9.954955     1.586822     0.985807     99465990.631720
9.969970     1.586950     0.980710     99100991.441640
9.984985     1.588198     0.975826     98755961.647616
10.000000     1.590157     0.971016     98416996.817205
10.015015     1.592806     0.966494     98105718.148090
10.030030     1.595686     0.962165     97812680.719787
10.045045     1.599021     0.957577     97492058.796373
10.060060     1.603078     0.953113     97182585.221454
10.075075     1.607255     0.948685     96875512.288622
10.090090     1.611877     0.943230     96462030.692239
10.105105     1.618571     0.936685     95935138.176239
10.120120     1.628412     0.930656     95459366.934142
10.135135     1.640819     0.927026     95228065.217295
10.150150     1.654119     0.926540     95319192.175778
10.165165     1.667157     0.928439     95655829.498976
10.180180     1.680200     0.932207     96185892.685412
10.195195     1.693293     0.938458     96973673.588465
10.210210     1.705590     0.947805     98083790.364874
10.225225     1.715687     0.960334     99526531.744148
10.240240     1.721880     0.975104     101205616.644679
10.255255     1.723209     0.989787     102880222.315750
10.270270     1.720747     1.001404     104240083.789105
10.285285     1.718327     1.008790     105162483.413913
10.300300     1.718926     1.015379     106003861.518677
10.315315     1.720127     1.025064     107170919.620529
10.330330     1.717831     1.036717     108547036.571089
10.345345     1.711666     1.046882     109770615.727956
10.360360     1.703277     1.054029     110680461.644220
10.375375     1.694094     1.057268     111181436.285088
10.390390     1.686876     1.056528     111264495.220213
10.405405     1.683557     1.054668     111229016.773845
10.420420     1.682600     1.054578     111380065.951819
10.435435     1.681369     1.056079     111699316.342317
10.450450     1.679586     1.057313     111990700.849438
10.465465     1.678553     1.058141     112239467.937024
10.480480     1.678536     1.059518     112546773.954363
10.495495     1.679271     1.062371     113011467.173735
10.510511     1.679380     1.067607     113731018.742441
10.525526     1.677058     1.074503     114629127.917201
10.540541     1.671594     1.081723     115563991.900627
10.555556     1.662327     1.087919     116391486.688748
10.570571     1.649241     1.090426     116825606.787016
10.585586     1.634945     1.086662     116587693.426469
10.600601     1.623392     1.076787     115692146.965352
10.615616     1.617126     1.063323     114407302.768469
10.630631     1.616804     1.049226     113050274.995886
10.645646     1.621563     1.037350     111928512.241036
10.660661     1.628863     1.029153     111200751.324122
10.675676     1.636799     1.023728     110770368.828294
10.690691     1.645672     1.020235     110547645.143635
10.705706     1.655862     1.020183     110697252.105594
10.720721     1.664323     1.025352     111414183.431684
10.735736     1.666952     1.032755     112375748.707760
10.750751     1.664830     1.036966     112991744.106894
10.765766     1.662798     1.036756     113126626.624996
10.780781     1.663316     1.035170     113111173.204151
10.795796     1.665103     1.034634     113210042.941585
10.810811     1.666210     1.034997     113407312.696222
10.825826     1.666145     1.034598     113520954.054095
10.840841     1.666290     1.032516     113449700.466596
10.855856     1.667737     1.029498     113274745.583118
10.870871     1.670497     1.026346     113084097.982229
10.885886     1.674375     1.023310     112905330.737765
10.900901     1.679618     1.020511     112751838.531256
10.915916     1.686501     1.018884     112727103.702347
10.930931     1.693957     1.019438     112943566.770213
10.945946     1.700697     1.021616     113340346.907382
10.960961     1.706780     1.024552     113821949.855245
10.975976     1.712585     1.028369     114402516.274764
10.990991     1.717648     1.033583     115139832.615329
11.006006     1.720918     1.039966     116009217.787983
11.021021     1.721551     1.046411     116887426.005104
11.036036     1.719762     1.051153     117577051.303703
11.051051     1.716891     1.053146     117960220.393466
11.066066     1.714449     1.052079     118000805.108075
11.081081     1.714115     1.048673     117778378.159753
11.096096     1.716291     1.044375     117454679.633652
11.111111     1.721001     1.039662     117082864.950143
11.126126     1.729010     1.035575     116780177.485519
11.141141     1.739806     1.034173     116779458.286586
11.156156     1.751416     1.036286     117175764.733980
11.171171     1.762505     1.041355     117907400.635072
11.186186     1.772413     1.049043     118937556.824619
11.201201     1.779940     1.058900     120216197.664447
11.216216     1.784264     1.069107     121537666.247521
11.231231     1.786494     1.077836     122694116.548665
11.246246     1.788396     1.085017     123676643.673984
11.261261     1.790699     1.091550     124587458.541608
11.276276     1.793413     1.098077     125499471.783665
11.291291     1.796438     1.105020     126461227.345984
11.306306     1.799597     1.112996     127543389.590945
11.321321     1.801683     1.122713     128827755.003376
11.336336     1.800679     1.133003     130180900.046377
11.351351     1.796715     1.140696     131238469.884498
11.366366     1.793110     1.144170     131812215.013865
11.381381     1.793026     1.145444     132133321.806226
11.396396     1.796709     1.147957     132597959.711087
11.411411     1.802107     1.153982     133469457.538734
11.426426     1.806415     1.163837     134786362.312742
11.441441     1.807378     1.176169     136393617.810140
11.456456     1.803686     1.188461     137999886.658021
11.471471     1.796295     1.197200     139196832.306460
11.486486     1.789172     1.201087     139831515.750113
11.501502     1.784951     1.203011     140238634.668170
11.516517     1.781900     1.205283     140686938.192384
11.531532     1.778888     1.206153     140972038.174144
11.546547     1.778727     1.205032     141024403.220420
11.561562     1.782772     1.205524     141265473.172914
11.576577     1.788043     1.210328     142012514.261082
11.591592     1.791220     1.218389     143143763.717458
11.606607     1.791298     1.227147     144359521.102048
11.621622     1.789097     1.234545     145417704.136207
11.636637     1.786384     1.239651     146207810.316735
11.651652     1.785090     1.243053     146798160.976447
11.666667     1.785831     1.246697     147418256.952678
11.681682     1.787303     1.251679     148197891.199889
11.696697     1.788867     1.257255     149049326.604556
11.711712     1.791454     1.263619     149996170.220291
11.726727     1.794645     1.272563     151251534.100449
11.741742     1.795980     1.284569     152873995.838491
11.756757     1.793577     1.297534     154614321.424530
11.771772     1.788268     1.308895     156167360.957349
11.786787     1.782028     1.318317     157492156.341948
11.801802     1.775423     1.326541     158676496.543888
11.816817     1.768567     1.333554     159718227.489297
11.831832     1.762179     1.339562     160641745.796808
11.846847     1.756412     1.345707     161583456.273196
11.861862     1.750049     1.352740     162633783.079200
11.876877     1.741448     1.359881     163699285.510005
11.891892     1.730076     1.364658     164481940.846949
11.906907     1.718192     1.364529     164674041.946646
11.921922     1.709900     1.359882     164320175.711205
11.936937     1.707455     1.354627     163891342.070295
11.951952     1.709031     1.352568     163848095.172766
11.966967     1.711332     1.354370     164272510.173379
11.981982     1.712608     1.358409     164969102.202859
11.996997     1.713433     1.363594     165806371.223447
12.012012     1.713830     1.370921     166905872.376961
12.027027     1.711773     1.380400     168270081.730422
12.042042     1.706146     1.389862     169634928.906751
12.057057     1.697909     1.397245     170748745.461154
12.072072     1.688824     1.401945     171536358.937748
12.087087     1.680005     1.404531     172066523.399242
12.102102     1.671643     1.405204     172362904.844302
12.117117     1.664757     1.403636     172384110.958528
12.132132     1.661052     1.400942     172266458.902552
12.147147     1.660737     1.399791     172338023.307658
12.162162     1.661493     1.402151     172841973.213484
12.177177     1.660394     1.407200     173678527.340994
12.192192     1.656468     1.412307     174523735.089779
12.207207     1.651193     1.415153     175090824.642416
12.222222     1.647426     1.415794     175385570.884413
12.237237     1.646453     1.416716     175715388.586236
12.252252     1.646928     1.420193     176362745.536783
12.267267     1.646278     1.426278     177335383.946634
12.282282     1.643498     1.432893     178375927.388856
12.297297     1.639703     1.438910     179343973.287173
12.312312     1.635560     1.444430     180251814.968256
12.327327     1.631883     1.449533     181109175.256462
12.342342     1.629228     1.455729     182104954.806449
12.357357     1.626080     1.464411     183413866.878281
12.372372     1.620356     1.475229     184993238.603987
12.387387     1.610489     1.486461     186628003.302413
12.402402     1.596362     1.495271     187961699.496430
12.417417     1.580256     1.499205     188684375.219628
12.432432     1.565734     1.498378     188808315.121090
12.447447     1.555038     1.495438     188665328.601334
12.462462     1.547622     1.493813     188687719.134366
12.477477     1.540388     1.494759     189034658.907530
12.492492     1.531423     1.496390     189468678.863362
12.507508     1.521456     1.497178     189796299.434729
12.522523     1.511260     1.497354     190046458.021389
12.537538     1.500445     1.497314     190269262.919738
12.552553     1.488310     1.496407     190381754.781673
12.567568     1.475321     1.493406     190227272.195948
12.582583     1.462707     1.488264     189798785.508523
12.597598     1.450691     1.481660     189181944.614092
12.612613     1.438838     1.473441     188356793.115075
12.627628     1.427493     1.462558     187188224.078874
12.642643     1.418434     1.448689     185633643.228005
12.657658     1.413016     1.433293     183878912.631162
12.672673     1.411021     1.417939     182124843.546345
12.687688     1.411673     1.403273     180454688.183705
12.702703     1.414451     1.389148     178849733.392814
12.717718     1.419859     1.375236     177267783.244042
12.732733     1.428910     1.362527     175837057.608876
12.747748     1.441290     1.352883     174798317.918707
12.762763     1.455724     1.347559     174315443.087770
12.777778     1.470199     1.347466     174508501.533641
12.792793     1.481729     1.351650     175256081.871171
12.807808     1.489289     1.356755     176124540.235037
12.822823     1.495123     1.360403     176805094.746546
12.837838     1.501737     1.363568     177423891.990263
12.852853     1.508884     1.368068     178217700.772417
12.867868     1.515717     1.373921     179189251.151797
12.882883     1.522451     1.381232     180352879.749744
12.897898     1.528549     1.391069     181849049.116521
12.912913     1.531982     1.403513     183689385.689484
12.927928     1.531293     1.416425     185594881.888227
12.942943     1.527673     1.427451     187256934.047304
12.957958     1.523048     1.436621     188678477.563159
12.972973     1.517889     1.444713     189961080.861168
12.987988     1.512173     1.452111     191154746.219898
13.003003     1.505546     1.459025     192286938.024020
13.018018     1.497363     1.465019     193299948.693801
13.033033     1.487587     1.468682     194006681.774565
13.048048     1.477860     1.468697     194232167.747125
13.063063     1.470620     1.465754     194066100.418853
13.078078     1.466682     1.462095     193804123.357948
13.093093     1.465159     1.459275     193652477.346358
13.108108     1.464938     1.457518     193641039.335557
13.123123     1.465902     1.456333     193705227.352037
13.138138     1.468941     1.456328     193926215.719230
13.153153     1.473520     1.459669     194593243.571703
13.168168     1.476784     1.467325     195837162.242010
13.183183     1.475670     1.477505     197420788.011041
13.198198     1.469518     1.485944     198774529.230100
13.213213     1.462189     1.489626     199493750.997326
13.228228     1.457809     1.490966     199900060.876882
13.243243     1.455346     1.494073     200544061.255925
13.258258     1.450859     1.498660     201387780.860642
13.273273     1.444149     1.500530     201867409.800062
13.288288     1.439644     1.498468     201818031.886007
13.303303     1.440216     1.496155     201734279.651276
13.318318     1.444316     1.497838     202189165.343793
13.333333     1.447778     1.504797     203357449.973883
13.348348     1.447112     1.514637     204917763.301111
13.363363     1.442178     1.523242     206313792.475983
13.378378     1.436118     1.528424     207248278.127599
13.393393     1.431985     1.531480     207895656.892823
13.408408     1.430255     1.535110     208622118.859053
13.423423     1.429420     1.540726     209619763.054281
13.438438     1.428271     1.548088     210857011.252349
13.453453     1.426617     1.556814     212282407.728523
13.468468     1.424640     1.567356     213958383.618617
13.483483     1.421193     1.581178     216085926.626853
13.498498     1.412823     1.597904     218614922.300626
13.513514     1.397460     1.613334     220971475.638759
13.528529     1.377711     1.622988     222540620.641756
13.543544     1.358469     1.626638     223288675.119627
13.558559     1.341832     1.627491     223653510.004702
13.573574     1.326699     1.627502     223902622.953433
13.588589     1.312374     1.626606     224026872.176012
13.603604     1.298982     1.625016     224055208.242694
13.618619     1.286201     1.623214     224053776.022400
13.633634     1.273404     1.621133     224013347.334576
13.648649     1.260388     1.618224     223857611.367057
13.663664     1.247391     1.614075     223529281.151573
13.678679     1.234810     1.608356     222981960.238413
13.693694     1.223337     1.601036     222210802.923804
13.708709     1.213578     1.592335     221245587.806004
13.723724     1.206490     1.582839     220166977.955866
13.738739     1.202508     1.574379     219229801.948213
13.753754     1.200080     1.568843     218697653.083990
13.768769     1.196478     1.565919     218528357.041631
13.783784     1.190751     1.563165     218382007.345036
13.798799     1.184277     1.559090     218049914.823466
13.813814     1.178255     1.553917     217562906.138790
13.828829     1.173251     1.548013     216971864.753763
13.843844     1.169836     1.542242     216397750.276519
13.858859     1.167247     1.537806     216009352.062630
13.873874     1.164133     1.534135     215727224.670760
13.888889     1.161079     1.529974     215374837.605953
13.903904     1.159468     1.526032     215052260.168889
13.918919     1.158843     1.524175     215022536.276996
13.933934     1.156959     1.524886     215354799.437533
13.948949     1.152122     1.526237     215777950.649340
13.963964     1.145190     1.525864     215957364.794547
13.978979     1.138216     1.523397     215840037.978593
13.993994     1.132340     1.519905     215576559.300600
14.009009     1.127480     1.516708     215353980.137570
14.024024     1.122480     1.514233     215233059.431367
14.039039     1.116989     1.511567     215084151.055004
14.054054     1.111807     1.508865     214929193.324012
14.069069     1.106241     1.507107     214908180.228671
14.084084     1.098915     1.505560     214916768.855169
14.099099     1.089900     1.502767     214746748.428546
14.114114     1.079927     1.497931     214283674.441823
14.129129     1.070027     1.490515     213449625.081488
14.144144     1.061597     1.480957     212306242.180767
14.159159     1.054872     1.470530     211035148.002975
14.174174     1.049149     1.459517     209676782.601056
14.189189     1.044387     1.447271     208137736.850485
14.204204     1.041735     1.433312     206348453.335408
14.219219     1.042987     1.418891     204488181.854277
14.234234     1.047945     1.406857     202967989.821880
14.249249     1.054194     1.398757     202012246.673537
14.264264     1.059025     1.394099     201551759.707418
14.279279     1.060673     1.390412     201230204.101530
14.294294     1.060237     1.384595     200599120.357851
14.309309     1.060695     1.376142     199583828.579600
14.324324     1.063495     1.366770     198432590.135772
14.339339     1.068420     1.357740     197328291.545743
14.354354     1.075213     1.349558     196344453.085281
14.369369     1.083829     1.342845     195572173.948551
14.384384     1.093651     1.338492     195141960.014913
14.399399     1.103516     1.336537     195060307.156816
14.414414     1.113053     1.336428     195247805.815204
14.429429     1.122309     1.338243     195716655.594637
14.444444     1.130686     1.342543     196549718.801785
14.459459     1.136518     1.349090     197713564.620730
14.474474     1.138924     1.355829     198907604.727520
14.489489     1.139076     1.361155     199895984.516635
14.504505     1.138125     1.364929     200657932.199776
14.519520     1.136740     1.367139     201190952.254136
14.534535     1.135724     1.367990     201524358.408792
14.549550     1.135588     1.368263     201772749.893178
14.564565     1.135893     1.368751     202053011.584277
14.579580     1.135977     1.369136     202318202.781009
14.594595     1.136172     1.368915     202493908.384405
14.609610     1.136857     1.368204     202597035.143161
14.624625     1.138356     1.367044     202633297.074744
14.639640     1.141177     1.365998     202686040.684492
14.654655     1.144887     1.365961     202888526.649202
14.669670     1.148551     1.366583     203188899.613436
14.684685     1.152826     1.366787     203427215.026902
14.699700     1.159628     1.367434     203731620.640494
14.714715     1.168891     1.371674     204571980.098331
14.729730     1.177134     1.381298     206217627.585671
14.744745     1.180921     1.394276     208367261.463697
14.759760     1.179859     1.407209     210514157.775355
14.774775     1.175585     1.418162     212368628.872863
14.789790     1.169733     1.426803     213879675.941256
14.804805     1.163363     1.433455     215094919.442449
14.819820     1.157024     1.438726     216104884.344426
14.834835     1.150574     1.443192     216995307.563909
14.849850     1.143500     1.446537     217718459.112703
14.864865     1.136381     1.447759     218122598.197096
14.879880     1.130881     1.447006     218229373.881778
14.894895     1.127817     1.445887     218280621.049618
14.909910     1.126579     1.445760     218481566.676488
14.924925     1.126300     1.447180     218916386.369725
14.939940     1.126027     1.450394     219623313.890930
14.954955     1.124735     1.454926     220530905.604973
14.969970     1.122224     1.459815     221494172.001449
14.984985     1.118901     1.464607     222444102.800975
15.000000     1.115109     1.469313     223382403.182970

