#   omega [eV]     refractive_index      extinction_coeff       alpha[1/m]
9.489489     0.491389     1.527229     146889403.644463
9.504505     0.493181     1.528711     147264570.300724
9.519520     0.491785     1.531480     147764447.378343
9.534535     0.486932     1.533726     148214558.113564
9.549550     0.479472     1.533505     148426523.332295
9.564565     0.471613     1.530049     148324882.490076
9.579580     0.464885     1.524457     148014814.756745
9.594595     0.459421     1.517638     147583727.133009
9.609610     0.455563     1.509924     147063339.937534
9.624625     0.453871     1.502392     146558366.988589
9.639640     0.453569     1.496791     146239792.028705
9.654655     0.452233     1.493411     146136829.038942
9.669670     0.448345     1.490014     146031171.006546
9.684685     0.443192     1.484246     145691723.221430
9.699700     0.439189     1.476117     145118420.784886
9.714715     0.437230     1.467321     144476954.161559
9.729730     0.436597     1.458747     143854779.203037
9.744745     0.437089     1.450138     143226490.374479
9.759760     0.439264     1.441756     142618033.486389
9.774775     0.443253     1.434569     142125429.595997
9.789790     0.448419     1.429515     141842248.040081
9.804805     0.453678     1.426956     141805464.265974
9.819820     0.458034     1.426704     141997573.345910
9.834835     0.460667     1.428270     142370829.909639
9.849850     0.460972     1.430942     142854883.912268
9.864865     0.458392     1.433825     143360906.231894
9.879880     0.452693     1.435264     143723204.718513
9.894895     0.445156     1.433430     143757696.019740
9.909910     0.438102     1.427953     143425752.194776
9.924925     0.433306     1.419955     142838494.859618
9.939940     0.431585     1.411130     142165537.371372
9.954955     0.432619     1.403456     141605956.255203
9.969970     0.434695     1.398050     141273306.811689
9.984985     0.436178     1.394257     141102236.264428
10.000000     0.436912     1.390851     140969126.329117
10.015015     0.437493     1.387533     140844070.958278
10.030030     0.437974     1.384623     140759379.871201
10.045045     0.437975     1.382007     140703721.200459
10.060060     0.437538     1.379233     140631198.583638
10.075075     0.437002     1.376189     140530274.200959
10.090090     0.436551     1.373015     140415084.491407
10.105105     0.436157     1.369900     140305039.113866
10.120120     0.435526     1.366829     140198535.360472
10.135135     0.434613     1.363255     140039328.515295
10.150150     0.434164     1.358855     139794193.390866
10.165165     0.434949     1.354254     139526989.486639
10.180180     0.436820     1.350527     139348537.328203
10.195195     0.438840     1.348060     139299106.878526
10.210210     0.440432     1.346443     139336925.261453
10.225225     0.441499     1.345386     139432249.798965
10.240240     0.441818     1.344690     139564792.667786
10.255255     0.441246     1.343835     139680546.019664
10.270270     0.440135     1.342152     139709881.794499
10.285285     0.439509     1.339470     139634511.938982
10.300300     0.440073     1.336758     139555240.006190
10.315315     0.441293     1.334879     139562263.517514
10.330330     0.442715     1.333808     139653292.650240
10.345345     0.444203     1.333848     139860403.710711
10.360360     0.444905     1.335206     140205979.194762
10.375375     0.444071     1.337114     140609819.601472
10.390390     0.441922     1.338587     140968452.094435
10.405405     0.439212     1.339439     141262059.916958
10.420420     0.436004     1.340094     141535041.063044
10.435435     0.431888     1.340189     141749058.659764
10.450450     0.427419     1.339019     141829073.926809
10.465465     0.423530     1.336919     141810137.668637
10.480480     0.420255     1.334715     141779474.650009
10.495495     0.417087     1.332643     141762125.252578
10.510511     0.413800     1.330507     141737462.230968
10.525526     0.410267     1.328142     141687580.798662
10.540541     0.406645     1.324996     141553626.499104
10.555556     0.403890     1.321138     141342488.007960
10.570571     0.402235     1.317641     141168951.962515
10.585586     0.400938     1.315150     141102214.315463
10.600601     0.399104     1.313599     141135722.213691
10.615616     0.396099     1.312176     141182468.884103
10.630631     0.392398     1.309847     141131267.691930
10.645646     0.389015     1.306763     140997755.347203
10.660661     0.385892     1.303643     140859584.484597
10.675676     0.382601     1.300319     140698290.958133
10.690691     0.379441     1.296506     140483008.619293
10.705706     0.376559     1.292530     140248881.420981
10.720721     0.373639     1.288239     139979361.034632
10.735736     0.371166     1.283212     139628416.303914
10.750751     0.369772     1.277955     139250834.676795
10.765766     0.369356     1.273146     138920590.037354
10.780781     0.369609     1.269191     138682150.838591
10.795796     0.370004     1.266405     138570505.277684
10.810811     0.369864     1.264656     138571542.666407
10.825826     0.368824     1.263536     138641146.269374
10.840841     0.366602     1.262648     138735844.171282
10.855856     0.363032     1.261238     138772937.572814
10.870871     0.358679     1.258469     138659781.909630
10.885886     0.354518     1.254247     138385447.555242
10.900901     0.351157     1.248999     137996436.222812
10.915916     0.348899     1.243312     137557310.645963
10.930931     0.347518     1.237778     137133483.085667
10.945946     0.346648     1.232373     136722231.004771
10.960961     0.346491     1.227003     136313161.567500
10.975976     0.347218     1.222098     135954179.913916
10.990991     0.348569     1.218110     135695958.493189
11.006006     0.350085     1.215352     135573659.109107
11.021021     0.350944     1.213839     135589564.443637
11.036036     0.350494     1.212693     135646149.511706
11.051051     0.349304     1.210923     135632426.040064
11.066066     0.348329     1.208815     135580282.474934
11.081081     0.347346     1.207210     135584014.311198
11.096096     0.345500     1.205931     135623877.764814
11.111111     0.342651     1.204142     135605960.307838
11.126126     0.339299     1.201190     135456288.778767
11.141141     0.336382     1.196901     135154784.314558
11.156156     0.334745     1.191975     134779955.073776
11.171171     0.334274     1.187537     134458834.010860
11.186186     0.334041     1.183967     134234841.105551
11.201201     0.333507     1.180737     134048329.303781
11.216216     0.332857     1.177361     133844192.420259
11.231231     0.332589     1.173724     133609348.152750
11.246246     0.333180     1.170396     133408654.023902
11.261261     0.334221     1.168198     133335827.955714
11.276276     0.334914     1.167233     133403328.218914
11.291291     0.334681     1.167325     133591497.575100
11.306306     0.332777     1.168065     133853957.452524
11.321321     0.328658     1.168244     134052294.027620
11.336336     0.322969     1.166221     133997613.600512
11.351351     0.317690     1.161285     133607167.865098
11.366366     0.314725     1.154640     133018369.319012
11.381381     0.314219     1.148363     132470069.380685
11.396396     0.314984     1.143567     132090849.548421
11.411411     0.315872     1.140270     131883561.753841
11.426426     0.316175     1.137994     131793495.817114
11.441441     0.315670     1.136116     131748855.651761
11.456456     0.314486     1.134171     131695886.380210
11.471471     0.312872     1.131928     131607716.101409
11.486486     0.311047     1.129290     131472904.683861
11.501502     0.309270     1.126212     131285917.295017
11.516517     0.307879     1.122846     131064424.873374
11.531532     0.306995     1.119698     130867404.766537
11.546547     0.306128     1.117207     130746217.172758
11.561562     0.304570     1.115103     130669740.537514
11.576577     0.302186     1.112520     130536393.985890
11.591592     0.299826     1.108822     130271262.764547
11.606607     0.298616     1.104620     129945581.990999
11.621622     0.298444     1.101410     129735677.359241
11.636637     0.297706     1.099815     129715182.396605
11.651652     0.294988     1.098609     129740106.267425
11.666667     0.290582     1.095888     129585552.384990
11.681682     0.286199     1.090787     129148402.931780
11.696697     0.283442     1.084147     128527154.316262
11.711712     0.282488     1.077454     127897670.444496
11.726727     0.282583     1.071380     127339664.854986
11.741742     0.283267     1.065795     126838048.751460
11.756757     0.284647     1.060702     126393370.842524
11.771772     0.286575     1.056595     126064853.564936
11.786787     0.288323     1.053589     125866562.360824
11.801802     0.289469     1.051140     125733866.267317
11.816817     0.290208     1.048737     125606050.177709
11.831832     0.291047     1.046381     125483165.342739
11.846847     0.292083     1.044753     125446934.427619
11.861862     0.292349     1.044226     125542515.339777
11.876877     0.290958     1.043807     125650958.952123
11.891892     0.288468     1.042167     125612184.335833
11.906907     0.286246     1.039240     125417529.684279
11.921922     0.284729     1.036050     125190287.744905
11.936937     0.283250     1.033000     124978881.805603
11.951952     0.281593     1.029508     124713159.598036
11.966967     0.280440     1.025326     124362548.805369
11.981982     0.280414     1.021104     124005876.470106
11.996997     0.281266     1.017926     123774812.925967
12.012012     0.281758     1.016265     123727553.154767
12.027027     0.280735     1.015251     123758515.081021
12.042042     0.278312     1.013512     123700794.783615
12.057057     0.275466     1.010478     123484296.663668
12.072072     0.272907     1.006410     123140316.295245
12.087087     0.270880     1.001552     122698368.684377
12.102102     0.269758     0.996083     122179938.016713
12.117117     0.269857     0.990586     121656407.822162
12.132132     0.270924     0.985795     121217987.489839
12.147147     0.272280     0.981942     120893718.196916
12.162162     0.273476     0.978787     120654226.163964
12.177177     0.274376     0.976004     120459736.095439
12.192192     0.275100     0.973406     120287180.822583
12.207207     0.275684     0.971068     120146028.491982
12.222222     0.275994     0.968926     120028528.596110
12.237237     0.276071     0.966909     119925713.175673
12.252252     0.275741     0.965055     119842660.163928
12.267267     0.274838     0.962957     119728633.596675
12.282282     0.273766     0.960273     119541088.139540
12.297297     0.272901     0.957201     119304399.588321
12.312312     0.272208     0.953938     119042853.346530
12.327327     0.271712     0.950382     118743777.134013
12.342342     0.271722     0.946541     118407836.064465
12.357357     0.272560     0.942768     118079379.055322
12.372372     0.274246     0.939746     117843850.005769
12.387387     0.276124     0.938203     117793161.600499
12.402402     0.276886     0.938059     117917829.050836
12.417417     0.275797     0.938011     118054501.218475
12.432432     0.273558     0.936853     118051368.266513
12.447447     0.271161     0.934592     117908748.602893
12.462462     0.268821     0.931562     117668239.059337
12.477477     0.266703     0.927634     117313274.973829
12.492492     0.265407     0.922939     116859986.208264
12.507508     0.265165     0.918221     116402260.023038
12.522523     0.265393     0.913892     115992629.512839
12.537538     0.265863     0.909401     115560985.694551
12.552553     0.267523     0.904705     115101858.412684
12.567568     0.270682     0.901334     114810175.302846
12.582583     0.273621     0.900280     114812972.522536
12.597598     0.274780     0.900308     114953534.469091
12.612613     0.274581     0.899906     115039129.124109
12.627628     0.273927     0.898954     115054312.597998
12.642643     0.272916     0.897712     115031963.136932
12.657658     0.271520     0.895952     114942712.489998
12.672673     0.270108     0.893428     114754866.491547
12.687688     0.269281     0.890251     114482367.946492
12.702703     0.269426     0.887176     114221951.048632
12.717718     0.269965     0.885013     114078178.706580
12.732733     0.269953     0.883586     114028668.470137
12.747748     0.269171     0.882158     113978666.219940
12.762763     0.267894     0.880336     113877146.533451
12.777778     0.266355     0.877911     113697112.810703
12.792793     0.264986     0.874652     113408147.624650
12.807808     0.264571     0.870818     113043491.323637
12.822823     0.265326     0.867499     112744744.569981
12.837838     0.266279     0.865430     112607504.479624
12.852853     0.266413     0.864054     112559933.654811
12.867868     0.265855     0.862372     112472043.685898
12.882883     0.265486     0.860227     112323184.509376
12.897898     0.265708     0.858515     112230370.872306
12.912913     0.265542     0.858029     112297425.225571
12.927928     0.263705     0.857998     112423976.741223
12.942943     0.260253     0.856895     112409808.817496
12.957958     0.256385     0.853875     112143625.178995
12.972973     0.253386     0.849340     111677222.915891
12.987988     0.251568     0.844244     111135607.424537
13.003003     0.250714     0.839031     110577159.913811
13.018018     0.250759     0.833971     110037147.508284
13.033033     0.251463     0.829353     109554056.432755
13.048048     0.252598     0.825136     109122632.325870
13.063063     0.254289     0.821435     108758094.924605
13.078078     0.256241     0.818752     108527519.765713
13.093093     0.257636     0.816955     108413626.667289
13.108108     0.258327     0.815221     108307626.665649
13.123123     0.258976     0.813251     108169635.467807
13.138138     0.259975     0.811628     108077224.633218
13.153153     0.260779     0.810986     108115195.903308
13.168168     0.260430     0.811026     108243901.891414
13.183183     0.258727     0.810766     108332580.079581
13.198198     0.256185     0.809581     108297485.417625
13.213213     0.253403     0.807343     108121029.996330
13.228228     0.250831     0.804241     107827982.915894
13.243243     0.248631     0.800607     107462605.809687
13.258258     0.246656     0.796616     107048097.990182
13.273273     0.244842     0.792001     106548539.890628
13.288288     0.243796     0.786557     105935790.612306
13.303303     0.244158     0.781025     105309608.617321
13.318318     0.245502     0.776441     104809740.829214
13.333333     0.246726     0.772967     104458404.242623
13.348348     0.247135     0.769766     104142989.011019
13.363363     0.247140     0.765819     103725461.938497
13.378378     0.247845     0.761053     103195762.958128
13.393393     0.249787     0.756356     102673917.197555
13.408408     0.252599     0.752518     102267485.013406
13.423423     0.255656     0.749750     102005482.358949
13.438438     0.258497     0.747943     101873473.069417
13.453453     0.260743     0.746859     101839386.465393
13.468468     0.262195     0.745980     101833109.884207
13.483483     0.263168     0.744830     101789389.569239
13.498498     0.264138     0.743416     101709341.462591
13.513514     0.265349     0.742058     101636506.332400
13.528529     0.266694     0.741153     101625300.375216
13.543544     0.267785     0.740868     101699055.955161
13.558559     0.268210     0.741075     101840201.045616
13.573574     0.267664     0.741370     101993557.186734
13.588589     0.266191     0.741151     102076264.408670
13.603604     0.264283     0.739942     102022381.882472
13.618619     0.262777     0.737817     101841658.824559
13.633634     0.262005     0.735674     101657694.898669
13.648649     0.261207     0.734037     101543200.865822
13.663664     0.259812     0.732390     101426900.400619
13.678679     0.257969     0.730180     101231986.820788
13.693694     0.256057     0.727090     100914156.205153
13.708709     0.254741     0.723060     100464953.780263
13.723724     0.254616     0.718718     99971030.899176
13.738739     0.255486     0.714963     99557440.770517
13.753754     0.256555     0.712094     99266362.798973
13.768769     0.257275     0.709661     99035150.733862
13.783784     0.257801     0.707163     98794237.083605
13.798799     0.258469     0.704602     98543648.472830
13.813814     0.259366     0.702163     98309335.166841
13.828829     0.260466     0.699975     98109652.863628
13.843844     0.261732     0.698209     97968292.641597
13.858859     0.262874     0.697088     97917074.698167
13.873874     0.263396     0.696380     97923633.571383
13.888889     0.263346     0.695505     97906445.670293
13.903904     0.263198     0.694379     97853598.299443
13.918919     0.263022     0.693330     97811296.114135
13.933934     0.262574     0.692353     97778784.193349
13.948949     0.261917     0.691235     97726084.977989
13.963964     0.261259     0.690101     97670793.147040
13.978979     0.260412     0.689234     97652953.372201
13.993994     0.258961     0.688504     97654415.870711
14.009009     0.256783     0.687497     97616147.299249
14.024024     0.253994     0.685854     97487237.243350
14.039039     0.250859     0.683246     97220559.471058
14.054054     0.247889     0.679549     96797935.350116
14.069069     0.245440     0.675017     96255103.923682
14.084084     0.243589     0.669734     95603636.042908
14.099099     0.242772     0.663669     94838831.807656
14.114114     0.243572     0.657406     94043887.042100
14.129129     0.245848     0.651941     93361317.744042
14.144144     0.248816     0.647699     92852416.018315
14.159159     0.251944     0.644544     92498298.535345
14.174174     0.254890     0.642293     92272953.644898
14.189189     0.257523     0.640552     92120368.837890
14.204204     0.260172     0.639180     92020360.579412
14.219219     0.262970     0.638636     92039101.496411
14.234234     0.265345     0.639376     92243045.472446
14.249249     0.266376     0.641146     92596075.042136
14.264264     0.265632     0.643004     92962273.022898
14.279279     0.263421     0.644095     93218060.799539
14.294294     0.260273     0.643942     93293903.007610
14.309309     0.256924     0.642246     93145845.041851
14.324324     0.254300     0.639361     92824740.468605
14.339339     0.252585     0.636248     92469685.378197
14.354354     0.251155     0.633334     92142538.048249
14.369369     0.249613     0.630289     91795355.248991
14.384384     0.248152     0.626778     91379467.961240
14.399399     0.247039     0.622851     90901773.754688
14.414414     0.246401     0.618550     90368132.668078
14.429429     0.246575     0.614003     89797332.188063
14.444444     0.247705     0.609768     89270748.632027
14.459459     0.249444     0.606320     88858256.926305
14.474474     0.251266     0.603824     88584317.774335
14.489489     0.252584     0.602041     88414266.573926
14.504505     0.253298     0.600312     88251742.216476
14.519520     0.253883     0.598421     88064862.085568
14.534535     0.254425     0.596671     87898163.390827
14.549550     0.254644     0.594944     87734285.880461
14.564565     0.254787     0.592863     87517605.227130
14.579580     0.255363     0.590671     87283950.482263
14.594595     0.256275     0.588961     87120911.793838
14.609610     0.257010     0.587872     87049279.738991
14.624625     0.257295     0.587197     87038578.454159
14.639640     0.256937     0.586853     87077007.827765
14.654655     0.255512     0.586471     87109575.240100
14.669670     0.253131     0.585146     87001826.614430
14.684685     0.250769     0.582464     86691650.723846
14.699700     0.249207     0.579001     86264406.334471
14.714715     0.248387     0.575482     85827621.988682
14.729730     0.247933     0.572093     85409311.377308
14.744745     0.247753     0.568728     84993422.882365
14.759760     0.247990     0.565465     84591925.122815
14.774775     0.248630     0.562688     84262104.889378
14.789790     0.249138     0.560749     84057087.663984
14.804805     0.248722     0.559267     83919989.446261
14.819820     0.247351     0.557290     83708067.825242
14.834835     0.245656     0.554414     83360490.226297
14.849850     0.244039     0.550638     82876584.169297
14.864865     0.242973     0.545910     82247983.407685
14.879880     0.243110     0.540625     81534083.079031
14.894895     0.244591     0.535719     80875728.776958
14.909910     0.246681     0.531823     80368432.530758
14.924925     0.248748     0.528580     79958799.432339
14.939940     0.251026     0.525740     79609266.961360
14.954955     0.253505     0.523775     79391451.091914
14.969970     0.255480     0.522851     79330849.530405
14.984985     0.256401     0.522437     79347533.754213
15.000000     0.256220     0.521893     79344333.742077

